CS19B048,8,0,21,0,
CS19B049,12,6,17,40,
CS19B050,10,6,17,33,
CS19B051,0,0,0,0,penalty
CS19B055,0,0,0,0,penalty
CS19B058,12,5,17,41,
CS19B059,0,1,0,13,penalty
CS19B060,12,8,17,41,
CS19B061,0,0,0,0,
CS19B062,12,8,17,41,
CS19B065,0,0,0,0,penalty
CS19B067,11,8,15,39,
cs19b069,10,5,21,23,
CS19B071,12,8,17,39,
CS19B074,12,8,17,41,
CS19B075,12,8,16,40,
CS19B076,12,8,16,41,
CS19B077,10,8,16,41,
CS19B079,12,8,26,41,
CS19B080,12,8,17,41,
CS19B081,12,8,17,33,
__MACOSX,0,0,0,0,
